Concentration,Temperature,Dose (mol%),Response
19.99,51.11,2,46.37
381.13,97.49,2,46.84
6.48,194.62,2,53.55
353.2,84.99,2,46.19
225.56,243.47,2,50.07
99.35,92.87,2,47.58
351.73,174.59,2,57.38
87.28,145.89,2,61.26
245.12,171.77,2,57.91
282.79,31.75,2,45.85
183.17,167.16,2,58.11
119.22,35.36,2,45.79
91.84,99.96,2,47
171.48,56.52,2,46.48
200.51,150.28,2,62.19
90.45,65.41,2,46.13
69.4,151.96,2,61.58
31.58,156.58,2,61.11
398.46,120.34,2,54.33
338.75,196.2,2,53.05
84.8,37.38,2,45.21
329.01,29.73,2,46.01
79.69,39.07,2,47.28
103.96,47.96,2,45.62
251.82,30.85,2,45.74
335.92,86.34,2,46.42
144.09,32.65,2,46.28
138.19,220.85,2,51.11
186.13,199.12,2,52.33
189.52,45.6,2,46.52
7.73,40.42,2,46.04
286.04,126.19,2,54.45
189.57,114.59,2,51.36
107.04,39.86,2,45.67
197.53,34,2,46.01
222.05,248.54,2,50.42
339.78,198.34,2,52.32
101.24,85.89,2,46.25
16.63,212.74,2,51.91
319.32,135.64,2,57.67
148.7,43.57,2,46.45
29.23,52.91,2,47.25
52.69,75.2,2,46.85
306.15,195.41,2,52.88
343.21,121.57,2,53.2
332.38,161.31,2,59.39
144.02,35.92,2,46.28
230.85,247.07,2,50.21
30.28,107.95,2,49.88
393.43,166.26,2,58.14
83.55,36.48,2,45.98
281.95,73.85,2,47.4
173.53,33.33,2,44.8
86.53,226.59,2,50.99
4.32,163.89,2,58.82
182.07,128.33,2,55.27
160.28,217.58,2,51.24
275.72,212.97,2,51.36
125.97,207.34,2,51.76
289.1,110.77,2,51.51
142.13,136.32,2,57.91
312.25,68.67,2,47.06
317.26,51.45,2,46.67
311.81,194.51,2,53.45
308.65,55.05,2,45.69
188.38,158.6,2,60.17
118.12,38.17,2,45.59
101.79,205.77,2,51.83
64.55,100.75,2,47.04
248.94,53.03,2,46.58
228.8,188.43,2,54.43
85.6,249.44,2,50.2
312.73,35.58,2,45.95
355.46,28.71,2,45.52
156.76,189.67,2,53.64
328.03,212.63,2,51.24
62.91,75.43,2,46.42
317.1,105.59,2,48.73
250.26,228.61,2,51.3
41.14,195.75,2,53.17
162.84,25,2,46.25
106.37,179.76,2,55.94
399.82,148.92,2,60.23
136.16,149.71,2,61.6
263.46,162.99,2,59.42
253.08,34.23,2,46.86
373.02,169.97,2,57.45
66.3,101.09,2,46.77
379.71,241.11,2,49.37
195.85,142.73,2,60.15
321.8,111.67,2,50.85
294.01,244.03,2,50.43
336.36,169.07,2,58.25
118.33,202.84,2,51.99
390.91,192.48,2,52.74
285.73,70.47,2,46.38
232.69,219.38,2,51.63
388.46,171.1,2,57.91
251.93,175.83,2,56.92
147.93,36.71,2,46.08
87.82,102.44,2,48.09
375.39,171.89,2,57.17
325.98,117.97,2,53.18
335.74,31.98,2,45.54
26.9,120.9,2,52.95
151.62,177.29,2,56.92
109.88,50.1,2,45.53
185.64,41.32,2,46.61
368.3,147.46,2,61.11
285.05,66.98,2,47.04
235.34,184.83,2,55.3
330.74,153.54,2,61.22
204.68,230.53,2,50.23
187.07,193.16,2,54.14
311.93,205.2,2,52.48
328.28,167.95,2,58.96
119.83,26.01,2,46.28
123.92,75.54,2,46.14
276.83,104.69,2,47.37
384.05,53.7,2,46.14
232.38,124.27,2,54.04
233.51,68.78,2,46.3
200.14,127.2,2,55.48
243.88,129,2,56.3
24.81,216.68,2,51.89
159.81,163.67,2,59.22
269.61,76.78,2,47.67
329.42,167.83,2,59.05
252.04,222.99,2,51.74
135.99,156.47,2,61
389.35,132.83,2,57.13
105.71,81.39,2,47.71
321.42,108.18,2,49.96
30.88,233.12,2,50.89
125.11,122.7,2,54.14
316.62,107.28,2,48.69
6.16,85.67,2,46.52
353.83,160.18,2,59.75
68.68,103.45,2,47.41
302.91,181.68,2,56.67
396.13,179.88,2,55.69
93.77,153.88,2,61.23
197.03,141.05,2,58.48
130.12,66.87,2,47.28
47.02,100.08,2,47
241.26,196.65,2,53.21
21.85,65.18,2,46.39
375.19,133.84,2,58.05
296.9,113.13,2,51.24
353.02,107.73,2,49.55
343.92,141.5,2,60.24
28.41,134.18,2,57.32
237.7,196.54,2,52.51
62.48,192.26,2,52.84
270.59,196.42,2,52.24
263.77,192.71,2,53.18
301.39,209.82,2,51.57
118.54,165.92,2,57.82
158.37,215.56,2,50.7
60.58,221.86,2,51.63
320.39,164.12,2,60.01
176.92,124.61,2,55.31
274.81,33.89,2,45.12
137.35,156.92,2,60.67
276.94,116.62,2,52.5
153.84,169.63,2,57.41
292.96,100.53,2,46.12
90.51,197.32,2,51.65
204.45,31.42,2,45.93
334.19,39.97,2,46.44
26.47,153.31,2,61.19
229.04,130.02,2,54.91
143.45,214.54,2,50.83
238.12,117.63,2,52.11
212.58,161.64,2,59.52
107.41,81.73,2,46.43
268.9,224.67,2,50.64
350.35,64.06,2,45.82
283.73,68.45,2,46.75
336.04,140.26,2,59.94
84.65,125.63,2,55.38
304.34,118.2,2,52.25
349.72,237.96,2,50.26
132.98,78.46,2,46.59
118.91,190.46,2,54.51
176.84,187.87,2,54.72
0.44,202.95,2,52.46
221.35,98.39,2,46.84
359.42,44.36,2,46.22
267.15,154.33,2,60.71
28.71,29.28,2,45.39
203.12,105.25,2,48.78
380.31,35.13,2,46.18
84.04,242.91,2,50.41
276.42,160.63,2,59.89
15.58,123.49,2,54.94
337.87,177.06,2,55.69
312.97,237.62,2,50.49
363.37,148.02,2,61.43
339.24,155,2,61.5
325.75,225.46,2,50.94
293.84,245.39,2,50.71
138.61,81.17,2,46.06
202.77,63.04,2,46.71
264.77,158.72,2,60.53
391.59,28.15,2,45.74
119.98,161.98,2,59.74
240.98,182.47,2,55.18
65.35,229.85,2,50.74
353.17,131.37,2,55.87
389.68,44.02,2,45.88
389.88,183.03,2,55.89
84.98,159.73,2,60.33
375.33,166.03,2,58.98
34.02,206.55,2,51.7
110.12,127.65,2,55.42
207.48,80.27,2,47.48
321.06,132.27,2,57.4
61.8,148.47,2,60.54
193.27,141.16,2,59.55
246.71,91.07,2,46.46
150.19,109.42,2,49.36
335.16,98.95,2,46.97
392.48,51.34,2,47.42
180.52,107.39,2,49.42
170.6,248.76,2,49.73
161.08,208.69,2,51.33
378.86,155.12,2,60.63
358.28,190.35,2,54.15
110.1,185.28,2,54.42
398.23,208.13,2,52.32
110.81,130.13,2,56.26
136.84,161.08,2,60.66
319.09,144.87,2,59.9
328.87,37.16,2,46.29
293.66,198.56,2,53.12
295.49,88.93,2,45.92
124.75,156.35,2,61.01
374.19,157.14,2,60.19
371.27,125.18,2,54.96
84.49,131.59,2,56.13
91.93,142.96,2,60.63
172.52,177.18,2,56.84
380.21,225.01,2,50.98
197.01,187.76,2,54.18
302.69,124.5,2,54.69
123.11,213.19,2,51.28
99.6,120.67,2,52.89
341.99,107.62,2,49.8
27.62,105.7,2,48.79
100.19,76.1,2,46.42
266.64,54.71,2,46.27
363.98,33.44,2,46.52
191.4,211.51,2,52.2
221.08,74.97,2,46.01
285.77,69.46,2,46.36
159.2,44.81,2,46.27
380.58,142.28,2,60.22
23.43,220.29,2,50.38
93.53,182.69,2,55.73
275.22,180.33,2,56.27
215.33,91.97,2,46.64
25.08,31.87,2,46
64.49,170.87,2,58.28
305.74,123.15,2,53.26
317.53,192.6,2,54.11
94.77,236.38,2,49.7
291.54,56.29,2,46.45
234.35,29.05,2,46.16
238.78,247.3,2,49.91
64.15,99.51,2,46.98
205.48,244.82,2,49.88
300.99,187.53,2,54.69
58.91,134.97,2,56.28
285.89,201.83,2,51.3
155.13,108.07,2,50.25
30.24,46.5,2,46.71
267.1,128.44,2,55.63
228.7,76.33,2,46.63
7.65,100.98,2,46.9
147.83,110.54,2,49.88
242.04,228.39,2,51.12
47.29,205.32,2,51.46
337.33,106.94,2,48.81
78.1,71.37,2,45.85
194.91,148.59,2,62.03
264.79,117.86,2,53.08
231.4,209.48,2,51.09
22.47,94.33,2,46.98
86.3,37.83,2,46.07
280.47,71.94,2,46.68
166.33,239.98,2,51.27
154.24,134.07,2,56.5
282.18,92.98,2,47.11
53.2,240.88,2,50.28
304.42,35.02,2,46.39
330.17,120.45,2,52.82
391.66,195.97,2,53.73
158.4,240.77,2,50.06
398.87,109.75,2,50.45
169.09,81.05,2,46.31
83.62,168.62,2,59.44
330.92,174.14,2,56.18
200.25,26.24,2,45.78
303.6,69.57,2,45.74
47.4,56.97,2,47.49
146.96,144.98,2,59.85
231.16,159.05,2,59.52
226.34,221.3,2,50.68
246.52,102.66,2,47.62
32.25,222.2,2,50.79
291.46,236.04,2,51.26
383.95,102.55,2,47.99
230.68,120.79,2,52.96
106.23,42.9,2,46.57
398.25,125.74,2,55.05
360.11,202.28,2,51.89
390.92,53.93,2,46.03
28.46,62.71,2,46.43
38.79,236.49,2,50.14
304.98,141.95,2,60.11
249.46,82.97,2,47.15
58.57,176.73,2,55.97
167.44,139.24,2,58.87
193.6,111.44,2,50.12
158.53,221.52,2,51.63
185.7,110.66,2,50.26
12.98,165.25,2,58.97
363.67,160.41,2,60.19
103.93,190.12,2,54.17
79.46,248.2,2,50.5
270.41,83.64,2,47.05
162.04,27.48,2,46.07
209,65.07,2,46.53
33.88,168.73,2,58.45
325.87,172.67,2,58.16
280.7,214.32,2,50.98
324.35,63.27,2,46.1
388.1,73.51,2,45.63
173.11,78.24,2,47.39
383.17,49.42,2,46.21
259.46,127.54,2,55.37
372.62,163.11,2,59.31
367.36,204.64,2,52.12
183.83,138.79,2,58.74
53.27,244.37,2,50.2
42.15,35.47,2,45.98
109.46,138.46,2,59.06
318.37,145.44,2,60.61
95.26,147.91,2,61.74
398.61,240.43,2,49.48
141.87,172.22,2,58.1
280.86,103.34,2,48.16
193.32,230.64,2,51.48
345.86,137.11,2,59.03
390.41,42.22,2,46.35
171.99,148.7,2,61.78
259.29,218.37,2,51.62
324.75,249.77,2,49.57
303.49,113.81,2,50.31
380.6,90.28,2,47.04
46.16,104.13,2,47.53
47.96,161.42,2,59.36
163.1,170.76,2,57.8
93.5,212.41,2,51.49
20.14,166.82,2,58.91
110.53,79.81,2,46.19
3.62,87.92,2,46.63
7.66,153.43,2,62
64.27,150.95,2,62.34
96.6,115.16,2,51.29
118.92,82.63,2,46.65
115.67,96.25,2,46.74
351.84,241.22,2,50.73
21.83,226.14,2,50.58
371.54,198.9,2,52.45
373.28,154.44,2,60.62
238.86,113.92,2,51.39
243.1,38.06,2,46.16
360.71,108.29,2,48.57
280.84,215.22,2,51.68
250.93,146.67,2,60.83
35.35,118.42,2,51.85
260.66,38.39,2,46.55
270.78,98.84,2,46.99
23.85,239.64,2,49.85
99.98,96.47,2,46.13
339.37,66.53,2,46.17
199.56,55.17,2,46.18
343.53,98.72,2,47.01
368.52,130.24,2,55.82
87.49,117.52,2,53.41
313.5,122.47,2,53.89
57.15,30.18,2,45.84
160.08,179.54,2,55.29
399.1,217.25,2,51.24
25.03,136.54,2,56.94
334.85,123.6,2,53.82
26.59,112.01,2,51.09
173.54,162.21,2,60.63
259.75,250,2,49.63
323.29,25.45,2,45.89
54.86,137.89,2,58.04
381.83,218.93,2,51.55
256.25,54.6,2,45.88
162.64,201.6,2,51.67
58.13,230.98,2,51.11
320,74.86,2,46.62
321.52,137.78,2,58.36
105.3,146.22,2,60.65
351.67,119.21,2,52.26
153.29,226.48,2,50
76.64,59.22,2,46.45
391.34,178.64,2,56.19
265.53,200.25,2,51.59
112.99,60.23,2,46.88
124.75,41.77,2,46.37
384.6,154.21,2,61.95
293.97,161.53,2,60.14
25.01,89.61,2,47.28
113.71,30.63,2,46.24
252.55,199.69,2,51.62
334.45,106.72,2,49.02
172.94,118.76,2,52.24
10.31,179.99,2,56.52
13.96,150.5,2,62.08
396.04,156.24,2,61.44
27.34,77.9,2,46.57
84.32,134.29,2,56.95
201.25,98.5,2,46.43
203.56,69.91,2,47.22
380.57,82.52,2,46.74
113,61.02,2,46.53
112.4,27.14,2,45.32
98.14,101.99,2,46.99
179.74,28.94,2,45.44
181.91,126.53,2,54.97
8.83,225.13,2,50.78
311.21,118.08,2,52.16
207.42,233.57,2,51.12
277.84,70.81,2,46.54
334.95,128.55,2,56.1
272.04,85.44,2,46.61
149.01,110.32,2,49.67
333.04,239.31,2,50.37
228.5,144.53,2,60.93
164.48,159.95,2,60.69
103.82,52.58,2,46.2
4.52,184.38,2,55.15
112.42,151.85,2,61.25
67.95,113.24,2,51.25
216.11,221.07,2,51.19
392.15,80.04,2,47.17
50.22,42.33,2,46.38
24.96,133.17,2,57.61
37.97,121.01,2,53.9
333.46,172.56,2,57.9
64.19,95.35,2,46.68
23.09,102.1,2,47.99
230.75,200.7,2,51.6
5.5,89.04,2,46.68
276.82,239.76,2,49.81
118.12,26.91,2,46.18
114.96,39.29,2,45.91
292.6,176.5,2,55.42
192.85,168.96,2,58.05
208.55,246.51,2,50.04
321.12,129.34,2,55.99
387.1,135.31,2,57.98
36.57,246.06,2,50.44
385.11,46.39,2,46.06
154.93,153.2,2,61.71
84.2,136.66,2,57.87
2.59,245.05,2,50.89
43.22,211.39,2,51.63
177.02,93.21,2,46.52
98.64,45.26,2,46.58
143.43,58.88,2,46.17
295.15,80.83,2,46.23
325.49,218.6,2,51.51
180.7,217.36,2,50.82
112.24,237.39,2,50.72
35.12,249.1,2,50.41
106.96,83.19,2,46.29
98.74,248.31,2,50.54
338.05,145.32,2,60.77
22.63,78.58,2,47
322.86,42.67,2,46.47
26.89,164.91,2,58.51
22.24,159.5,2,60.32
161.15,26.8,2,45.52
298.83,197.77,2,51.65
269.11,145.66,2,60.74
9.03,246.85,2,48.66
75.42,86.46,2,47.11
242.4,198.22,2,50.92
343.51,99.06,2,47.09
212.75,207.9,2,52.22
266.88,139.69,2,59.12
42.19,212.07,2,50.46
329.31,194.28,2,53.06
186,132.94,2,57.11
319.01,236.72,2,51.34
264.97,56.85,2,45.81
286.56,114.71,2,51.75
349.45,208.02,2,51.46
183.87,50.33,2,46.88
90.41,27.93,2,45.46
162.17,224.22,2,51.05
386.81,74.19,2,45.97
195.27,244.26,2,50.79
166.88,181.23,2,55.77
66.3,50.78,2,46.68
249.91,29.16,2,45.08
29.64,109.3,2,49.09
231.73,142.62,2,60.23
264.69,182.35,2,56.13
161.81,77.79,2,46.42
270.27,215.45,2,51.82
162.95,246.4,2,50.07
93.68,102.33,2,47.51
216.51,232.44,2,50.75
141.52,96.92,2,46.31
46.06,217.7,2,50.21
238.43,162.09,2,59.16
295.63,155.34,2,61.42
233.3,184.27,2,55.61
230.14,196.87,2,53.4
385.39,211.28,2,51.4
285.9,171.32,2,57.4
80.92,230.08,2,50.68
125.53,115.05,2,51.98
0.01,205.43,2,51.38
7.02,43.01,2,45.75
358.95,132.6,2,56.95
98.66,158.49,2,59.81
277.86,117.41,2,52.93
75.97,214.21,2,51.42
247.81,123.71,2,54.23
62.48,127.76,2,56.12
208.52,42.11,2,45.89
134.15,235.48,2,50.03
323.87,224.9,2,50.7
30.79,82.29,2,46.35
94.77,152.75,2,61.93
69.01,165.7,2,59.03
222.59,214.43,2,51.58
147.48,36.59,2,45.75
20.52,187.64,2,54.15
84.45,187.42,2,53.87
80.11,90.96,2,46.65
288.83,224,2,51.1
209.89,153.65,2,61.33
21.73,30.97,2,46.39
309.17,42,2,46.4
278.88,70.36,2,46.63
104.46,243.58,2,50.39
116.2,48.3,2,46.57
89.86,238.18,2,50.43
94.99,151.29,2,62.06
397.01,237.73,2,50.76
209.03,25.9,2,45.78
22.79,139.13,2,59.61
346.57,239.53,2,49.63
370.85,144.31,2,60.68
269.08,75.88,2,46.19
363.16,53.48,2,46.9
167.67,174.36,2,57.06
392.45,125.85,2,54.67
293.75,220.06,2,51.05
345.77,124.05,2,55.48
332.61,204.53,2,51.31
139.98,237.51,2,50.26
104.09,95.12,2,47.61
261.86,63.83,2,46.63
151.14,216.57,2,51.65
98.94,54.49,2,44.77
272.88,208.92,2,51.48
28.04,173.69,2,57.53
38.14,186.86,2,54.87
309.6,41.88,2,46.35
114.3,78.13,2,45.95
331.42,97.04,2,46.79
107.52,248.09,2,49.76
271.02,236.83,2,49.91
3.33,86.91,2,46.87
393.01,225.24,2,50.64
384.37,129.45,2,56.62
172.81,79.93,2,47.58
73.94,228.84,2,50.92
104.42,156.8,2,60.78
385.4,41.43,2,45.6
135.72,216.8,2,51.53
167.36,242.01,2,50.87
331,70.25,2,46.61
398.9,132.38,2,56.67
157.26,236.27,2,50.44
299.34,99.17,2,46.92
378.7,179.43,2,55.43
115.05,77.11,2,46.8
333.17,176.84,2,56.52
377.09,45.94,2,46.52
12.04,154.1,2,60.46
137.58,162.77,2,59.35
374.51,93.43,2,46.02
238.05,41.1,2,46.31
321.53,109.53,2,49.18
250.13,197.66,2,52.23
175.9,135.42,2,57.84
312.53,47.17,2,46.37
269,208.8,2,52.16
396.27,124.39,2,54.84
38.16,56.4,2,46.23
301.71,57.98,2,46.86
154.68,230.19,2,50.47
147.71,70.02,2,45.8
257.93,38.73,2,46.88
76.24,160.86,2,59.5
155.27,47.74,2,46.84
13.87,189.56,2,53.98
103.83,118.98,2,52.81
174.8,52.69,2,46.13
180.02,186.97,2,54.97
375.83,222.31,2,50.19
292.35,238.97,2,50.27
263.24,217.13,2,52.26
71.61,236.61,2,51.02
271.4,154.78,2,60.38
22.81,211.96,2,51.46
108.6,185.51,2,55.93
31.38,68.22,2,46.2
190.74,222.87,2,51.89
399.56,121.12,2,54.05
129.41,203.85,2,51.89
96.76,49.65,2,46.37
315.72,97.15,2,47.8
26.4,25.11,2,45.93
188.91,37.61,2,46.2
200.05,103.56,2,48.53
54.09,240.55,2,50.11
294.97,132.04,2,56.79
10.28,210.49,2,52.17
53.28,209.14,2,51.16
368.97,237.17,2,50.65
20.25,183.7,2,55.92
167.85,183.59,2,55.16
93.33,197.55,2,52.42
273.55,170.31,2,59.18
88.2,228.5,2,50.07
345.06,74.64,2,46.65
269.54,196.09,2,53.39
270.96,152.86,2,62.02
154.91,218.03,2,51.23
103.87,166.37,2,59.56
1.67,234.69,2,49.74
122.3,208.58,2,51.23
181.67,215.78,2,52.34
6.64,182.24,2,55.07
269.46,99.62,2,46.72
226.41,231.54,2,50.92
387.89,166.48,2,58.91
374.37,224.56,2,51.11
233.82,216.35,2,51.52
232.04,60.68,2,46.32
376.45,97.94,2,46.86
89.73,186.41,2,54.64
62.53,191.47,2,53.49
82.5,104.8,2,49.29
375.41,180.55,2,56.97
152.4,169.3,2,58.49
91.75,134.4,2,57.74
74.26,95.57,2,46.88
44.17,96.14,2,46.87
264.71,172,2,57.61
65.21,182.58,2,54.96
370.59,183.48,2,55.14
212.92,165.47,2,59.02
239.72,244.71,2,49.76
327.5,166.15,2,59.38
164.48,193.38,2,54.35
322.17,179.31,2,56.99
110.37,197.1,2,52.02
234.24,212.18,2,51.21
366.02,177.4,2,56.23
142.18,241.67,2,49.87
133.68,238.86,2,50.79
349.14,209.93,2,51.83
118.64,233,2,51.16
62.59,114.48,2,51.87
130.7,97.6,2,46.83
122.59,138.91,2,59.71
19.48,231.99,2,50.62
103.48,87.58,2,46.59
88.94,101.65,2,46.93
242.69,89.94,2,47.25
204.23,149.82,2,62.9
101.14,167.5,2,58.45
259.51,218.82,2,51.62
387.23,158.15,2,59.58
125.16,83.98,2,46.4
114.28,144.2,2,60.07
233.17,85.78,2,47.23
302.82,159.39,2,59.33
145.93,213.87,2,51.94
259.33,109.19,2,49.45
50.78,233.34,2,51.55
20.23,185.96,2,54.96
300.38,79.48,2,46.35
32.07,222.76,2,51.57
257.66,35.69,2,45.41
310.82,139.81,2,59.2
96.81,88.37,2,46.68
90.61,167.27,2,58.63
26.79,108.52,2,49.24
52.03,122.14,2,54.54
41.37,204.86,2,51.82
165.93,217.92,2,51.02
32.49,192.03,2,53.71
371.66,125.29,2,54.84
270.54,202.5,2,52.48
181.6,141.83,2,59.66
366.99,48.19,2,46.57
106.13,69.12,2,45.93
252.96,114.37,2,50.77
92.81,122.92,2,53.79
41.01,69.68,2,47.27
87.07,111.22,2,50.35
17.63,232.22,2,49.77
392.23,164.68,2,58.96
78.07,140.71,2,59.52
177.03,226.7,2,50.85
123.12,97.26,2,46.83
96.27,237.84,2,50.49
177.57,93.88,2,47.06
110.83,223.32,2,51.1
338.96,133.05,2,57.24
57.31,201.71,2,52.33
214.26,106.6,2,48.89
243.1,101.88,2,47.81
382.72,36.03,2,46.15
363.14,115.5,2,51.43
238.27,222.09,2,51.46
259.92,204.75,2,52.84
368.4,70.7,2,46.08
82.13,81.5,2,46.05
70.05,145.55,2,60.9
87.48,143.86,2,60.15
214.37,129.56,2,55.84
207.2,112.68,2,51.11
324.45,47.51,2,46.48
5.88,40.08,2,45.74
264.67,143.3,2,60.19
96.77,29.5,2,46.43
290,139.47,2,58.6
178.22,50.89,2,45.98
84.13,195.3,2,52.01
235.2,227.15,2,50.75
322.68,67.55,2,47.66
397.3,57.42,2,46.57
290.82,72.05,2,47.22
100.35,216.12,2,51.61
16.97,69.01,2,46.83
148.45,91.63,2,47.13
129.73,196.31,2,52.62
4.11,155.79,2,60.15
37.51,147.24,2,61.69
247.76,193.27,2,54.35
202.25,97.82,2,46.94
244.59,154.66,2,60.75
158.06,178.86,2,55.76
100.36,83.53,2,45.95
30.7,234.58,2,51.01
98.73,32.2,2,46.5
351.21,231.65,2,50.16
20.09,26.58,2,45.16
65.12,157.82,2,60.53
149.82,144.76,2,60.25
71.75,80.38,2,46.78
393.94,67.66,2,46.16
314.08,46.05,2,46.24
262.69,110.88,2,50.22
53.71,49.31,2,45.94
261.65,114.03,2,51.31
99.87,146.11,2,60.05
225.36,123.82,2,54.14
376.31,62.93,2,46.35
232.26,224.45,2,50.71
224.27,105.93,2,48.75
57.39,221.75,2,51.22
380.37,58.2,2,46.1
190.97,219.16,2,51.78
183.37,139.36,2,58.48
131.27,168.51,2,58.37
173.11,221.97,2,49.77
397.03,192.15,2,54.04
249.95,76.21,2,46.29
160.13,249.66,2,50
105.62,116.73,2,51.28
29.09,237.28,2,50.1
4.84,55.28,2,46.47
137.06,136.99,2,57.96
254.38,47.62,2,46.58
117.32,43.12,2,46.64
378.37,202.73,2,51.49
194.04,107.05,2,48.73
373.17,70.14,2,46.3
213,104.01,2,47.85
340.23,193.83,2,53.62
18.23,232.67,2,50.18
330.54,227.04,2,50.54
151.9,152.08,2,61.75
36.56,88.59,2,46.64
157.16,184.04,2,56.27
344.88,139.92,2,58.69
395.78,140.37,2,59.33
15.76,183.82,2,55.51
159.73,238.29,2,50.28
253.48,203.4,2,52.21
331.02,149.26,2,62.33
138.08,48.07,2,45.84
201.23,28.83,2,46.46
233.49,112.23,2,49.88
241.45,82.18,2,46.79
64.55,188.32,2,55.19
158.8,191.36,2,53.28
78.52,246.74,2,50.43
68.37,181.45,2,55.94
281.02,35.24,2,46.62
108.8,178.41,2,55.83
259.8,125.96,2,54.86
285.62,88.48,2,47.45
138.32,179.09,2,55.74
312.78,112.34,2,50.34
397.93,52.13,2,46.3
282.83,26.46,2,45.06
232.65,60.46,2,46.48
314.95,92.53,2,47.28
66.93,68.56,2,47.52
262.56,170.99,2,57.66
0.54,43.68,2,46.66
15.59,119.55,2,52.84
321.39,27.25,2,46.76
141.77,97.71,2,45.62
74.11,232.33,2,50.43
327.35,194.73,2,53.1
127.02,154.89,2,61.84
171.62,196.99,2,52.36
279.58,118.53,2,52.1
231.05,167.61,2,58.03
266.02,203.96,2,51.31
319.66,238.74,2,50.3
255.08,88.26,2,47.28
167.64,244.6,2,50.85
156.41,102.21,2,47.54
249.05,132.72,2,57.04
217.79,46.27,2,45.53
216.45,228.28,2,51
40.39,134.74,2,56.48
164.78,103.68,2,48.01
225.69,193.72,2,53.55
202.37,216.91,2,51.2
30.23,82.4,2,46.9
300.11,146.79,2,60.87
274.18,78.35,2,47.53
264.73,203.29,2,52.08
299.27,121.35,2,52.99
26.63,109.08,2,49.35
317.04,53.36,2,47.44
371.69,27.36,2,45.92
373.72,175.49,2,56.75
4.86,76.66,2,46.09
178.69,158.27,2,59.85
128.67,56.07,2,46.51
12.01,132.49,2,57.31
115.18,161.76,2,60.27
217.8,68.33,2,46.65
202.82,115.61,2,51.53
372.16,186.74,2,55.45
101.21,195.52,2,52.83
277.45,63.61,2,46.26
2.13,111.56,2,51.37
200.97,174.92,2,56.91
364.54,214.66,2,52.01
44.6,39.63,2,45.42
126.31,214.88,2,51.51
5.75,123.04,2,53.51
19.85,151.4,2,61.15
40.1,182.13,2,54.9
266.55,34.79,2,46.29
268.51,191.81,2,54.5
236.45,62.14,2,46.49
230.74,164.34,2,59.42
248.52,77.45,2,47.01
126.25,38.62,2,45.73
51.33,209.37,2,52.66
227.09,142.51,2,59.67
60.57,219.05,2,50.77
186.52,148.25,2,61.43
320.58,152.19,2,61.72
190.24,170.65,2,57.91
96.6,121.8,2,53.64
163.38,189.22,2,54.49
243.33,151.74,2,61.8
185.73,219.16,0,45.64
35.04,121.69,0,48.42
132.76,27.14,0,39.65
88.78,155.57,0,54.67
129.16,69.8,0,41.83
126.93,39.18,0,40.52
91.92,200.48,0,45.59
171.67,48.3,0,40.63
6.19,72.05,0,41.72
132.2,129.79,0,50.54
5.09,69.68,0,42.22
129.66,170.87,0,52.23
111.41,236.38,0,47.58
57.49,143.52,0,53.93
37.71,148.14,0,55.64
27.32,99.96,0,41.59
73.91,172.22,0,50.84
12.45,31.75,0,41.72
164.37,177.85,0,50.48
184.2,132.38,0,51.49
66.81,139.24,0,53.31
165.46,235.82,0,46.96
197.61,70.92,0,42.86
107.6,201.83,0,45.41
192.23,73.85,0,42.24
10,112.79,0,46.54
117.67,246.51,0,47.58
94.85,167.5,0,52.39
78.42,213.98,0,46.66
2.43,138.34,0,52.35
61.36,138.91,0,53.02
92.79,34.23,0,40.62
56.3,49.42,0,41.95
89.11,112.57,0,46.17
107.11,158.38,0,54.15
45.3,228.95,0,47
160.76,199.46,0,45.02
129.29,105.59,0,45.09
106.68,78.35,0,42.16
24.08,242.12,0,47.19
11.62,101.2,0,43.85
192.68,27.25,0,40.43
23.74,226.25,0,47.04
57.53,138.79,0,53.1
156.66,241.33,0,47.09
81.02,89.16,0,43.18
50.88,56.52,0,41.31
86.88,149.37,0,55.82
6.64,45.49,0,41.39
160.72,38.51,0,40.81
152.46,185.06,0,49.11
23.44,166.03,0,52.83
143.87,40.08,0,41.35
20.2,196.42,0,45.78
89.34,219.95,0,46.51
172.89,185.73,0,48.48
124.47,114.71,0,47.8
167.96,148.02,0,55.84
118.13,129.68,0,50.64
36.36,235.59,0,46.96
146.55,151.51,0,56.07
67.12,133.28,0,51.99
161.33,183.14,0,49.92
108.16,40.87,0,40.95
198.56,60.34,0,42.75
183.65,121.01,0,48.87
97.45,210.27,0,45.69
150.79,48.64,0,41.3
10.45,27.59,0,40.94
148.1,85.33,0,42.28
144.55,172.45,0,51.82
39.05,133.05,0,51.37
138.51,83.53,0,42.29
103.84,163.44,0,52.68
74.5,219.05,0,45.92
32.33,115.83,0,47.04
161.39,111.89,0,46.19
77.85,186.52,0,48.33
37.13,157.25,0,55.26
180.87,220.85,0,46.14
6.53,232.22,0,47.57
84.37,60.79,0,41.47
147.74,150.61,0,56.17
155.07,91.97,0,42.46
167.65,202.95,0,45.21
146.6,224.56,0,46.5
178.51,123.15,0,48.57
48.3,176.84,0,50.99
28.11,71.26,0,41.58
164.42,34.9,0,41.02
155.12,35.13,0,40.77
171.6,183.25,0,49.42
20.05,243.81,0,47.5
29.46,110.54,0,44.93
188.34,188.66,0,48.35
181.89,78.13,0,42.24
63.52,92.87,0,42.79
122.79,229.06,0,46.52
150.05,208.47,0,45.54
